signal_date,execution_date,asset,asset_type,industry,score,rank,selected,target_weight
2022-03-31,2022-04-01,SH000905,equity_index,,0.2811430311301792,3,False,0.0
2022-03-31,2022-04-01,SH000300,equity_index,,0.19375322523725852,4,False,0.0
2022-03-31,2022-04-01,SH000688,equity_index,,-0.10252856454640763,5,False,0.0
2022-03-31,2022-04-01,SZ399006,equity_index,,-1.4324301282878091,6,False,0.0
2022-04-29,2022-05-05,SH000016,equity_index,,0.7196118222460981,1,True,1.0
2022-04-29,2022-05-05,SH000300,equity_index,,0.3791439704180969,2,False,0.0
2022-04-29,2022-05-05,SH000905,equity_index,,0.2294751475095177,3,False,0.0
2022-04-29,2022-05-05,SH000852,equity_index,,-0.09898425439169417,4,False,0.0
2022-04-29,2022-05-05,SZ399006,equity_index,,-0.5712928778872451,5,False,0.0
2022-04-29,2022-05-05,SH000688,equity_index,,-0.6579538078947749,6,False,0.0
2022-05-31,2022-06-01,SH000016,equity_index,,1.2468699065687259,1,True,1.0
2022-05-31,2022-06-01,SH000300,equity_index,,0.7887961835585601,2,False,0.0
2022-05-31,2022-06-01,SH000905,equity_index,,0.325725072954756,3,False,0.0
2022-05-31,2022-06-01,SH000852,equity_index,,-0.17583569446931718,4,False,0.0
2022-05-31,2022-06-01,SZ399006,equity_index,,-0.8765372828898051,5,False,0.0
2022-05-31,2022-06-01,SH000688,equity_index,,-1.3090181857229193,6,False,0.0
2022-06-30,2022-07-01,SH000016,equity_index,,0.8806337816834751,1,True,1.0
2022-06-30,2022-07-01,SH000300,equity_index,,0.6239315456816243,2,False,0.0
2022-06-30,2022-07-01,SH000905,equity_index,,0.5535897320403547,3,False,0.0
2022-06-30,2022-07-01,SH000852,equity_index,,0.17111802132854573,4,False,0.0
2022-06-30,2022-07-01,SH000688,equity_index,,-1.0290343682921632,5,False,0.0
2022-06-30,2022-07-01,SZ399006,equity_index,,-1.2002387124418368,6,False,0.0
2022-07-29,2022-08-01,SH000852,equity_index,,0.5658819783377675,1,True,1.0
2022-07-29,2022-08-01,SH000016,equity_index,,0.5225042115799018,2,False,0.0
2022-07-29,2022-08-01,SH000300,equity_index,,0.4274835581126496,3,False,0.0
2022-07-29,2022-08-01,SH000905,equity_index,,0.15179252749946232,4,False,0.0
2022-07-29,2022-08-01,SZ399006,equity_index,,-0.43210337943010774,5,False,0.0
2022-07-29,2022-08-01,SH000688,equity_index,,-1.235558896099673,6,False,0.0
2022-08-31,2022-09-01,SH000852,equity_index,,0.47728705000858856,1,True,1.0
2022-08-31,2022-09-01,SH000300,equity_index,,0.19291388319872996,2,False,0.0
2022-08-31,2022-09-01,SH000905,equity_index,,0.18095668923541558,3,False,0.0
2022-08-31,2022-09-01,SH000016,equity_index,,0.08222894904599315,4,False,0.0
2022-08-31,2022-09-01,SZ399006,equity_index,,0.07959023901877962,5,False,0.0
2022-08-31,2022-09-01,SH000688,equity_index,,-1.0129768105075077,6,False,0.0
2022-09-30,2022-10-10,SH000300,equity_index,,0.4559668931967462,1,True,1.0
2022-09-30,2022-10-10,SH000905,equity_index,,0.3921679077771662,2,False,0.0
2022-09-30,2022-10-10,SH000016,equity_index,,0.32721203718317715,3,False,0.0
2022-09-30,2022-10-10,SH000852,equity_index,,0.02091779947888786,4,False,0.0
2022-09-30,2022-10-10,SZ399006,equity_index,,-0.4886901361906999,5,False,0.0
2022-09-30,2022-10-10,SH000688,equity_index,,-0.7075745014452758,6,False,0.0
2022-10-31,2022-11-01,SH000905,equity_index,,0.4743479453159961,1,True,1.0
2022-10-31,2022-11-01,SH000852,equity_index,,0.206446172575382,2,False,0.0
2022-10-31,2022-11-01,SH000300,equity_index,,0.04980002699761754,3,False,0.0
2022-10-31,2022-11-01,SH000016,equity_index,,-0.1000274921241644,4,False,0.0
2022-10-31,2022-11-01,SH000688,equity_index,,-0.15735091900688636,5,False,0.0
2022-10-31,2022-11-01,SZ399006,equity_index,,-0.47321573375794657,6,False,0.0
2022-11-30,2022-12-01,SH000905,equity_index,,1.0480152352441858,1,True,1.0
2022-11-30,2022-12-01,SH000852,equity_index,,0.7946719507253162,2,False,0.0
2022-11-30,2022-12-01,SH000688,equity_index,,0.2760302365456151,3,False,0.0
2022-11-30,2022-12-01,SZ399006,equity_index,,-0.2048791511821134,4,False,0.0
2022-11-30,2022-12-01,SH000300,equity_index,,-0.6768464166894426,5,False,0.0
2022-11-30,2022-12-01,SH000016,equity_index,,-1.2369918546435605,6,False,0.0
2022-12-30,2023-01-03,SH000905,equity_index,,1.3244829265235611,1,True,1.0
2022-12-30,2023-01-03,SH000852,equity_index,,0.678518724145355,2,False,0.0
2022-12-30,2023-01-03,SH000300,equity_index,,-0.1373428286631431,3,False,0.0
2022-12-30,2023-01-03,SH000016,equity_index,,-0.4056317838713278,4,False,0.0
2022-12-30,2023-01-03,SH000688,equity_index,,-0.6665943091421691,5,False,0.0
2022-12-30,2023-01-03,SZ399006,equity_index,,-0.7934327289922757,6,False,0.0
2023-01-31,2023-02-01,SH000905,equity_index,,0.9093722229305573,1,True,1.0
2023-01-31,2023-02-01,SH000016,equity_index,,0.6472063233311158,2,False,0.0
2023-01-31,2023-02-01,SH000300,equity_index,,0.5106534456398362,3,False,0.0
2023-01-31,2023-02-01,SH000852,equity_index,,-0.041879871304574656,4,False,0.0
2023-01-31,2023-02-01,SH000688,equity_index,,-0.8395278084003874,5,False,0.0
2023-01-31,2023-02-01,SZ399006,equity_index,,-1.1858243121965473,6,False,0.0
2023-02-28,2023-03-01,SH000905,equity_index,,0.6693100622672858,1,True,1.0
2023-02-28,2023-03-01,SH000300,equity_index,,0.405413843898743,2,False,0.0
2023-02-28,2023-03-01,SH000016,equity_index,,0.38796962079903347,3,False,0.0
2023-02-28,2023-03-01,SH000852,equity_index,,-0.0706758146466688,4,False,0.0
2023-02-28,2023-03-01,SZ399006,equity_index,,-0.597403523647122,5,False,0.0
2023-02-28,2023-03-01,SH000688,equity_index,,-0.7946141886712716,6,False,0.0
2023-03-31,2023-04-03,SH000905,equity_index,,0.4860406326179827,1,True,1.0
2023-03-31,2023-04-03,SH000852,equity_index,,0.23219407302381317,2,False,0.0
2023-03-31,2023-04-03,SH000300,equity_index,,0.2139823398258051,3,False,0.0
2023-03-31,2023-04-03,SH000016,equity_index,,-0.11070502027825221,4,False,0.0
2023-03-31,2023-04-03,SH000688,equity_index,,-0.2837041609540981,5,False,0.0
2023-03-31,2023-04-03,SZ399006,equity_index,,-0.5378078642352513,6,False,0.0
2023-04-28,2023-05-04,SH000300,equity_index,,0.5344293469302575,1,True,1.0
2023-04-28,2023-05-04,SH000905,equity_index,,0.34941124632109577,2,False,0.0
2023-04-28,2023-05-04,SH000016,equity_index,,0.25179829725106784,3,False,0.0
2023-04-28,2023-05-04,SH000852,equity_index,,0.20792091365906934,4,False,0.0
2023-04-28,2023-05-04,SZ399006,equity_index,,-0.5436373175590824,5,False,0.0
2023-04-28,2023-05-04,SH000688,equity_index,,-0.7999224866024076,6,False,0.0
2023-05-31,2023-06-01,SH000300,equity_index,,0.4890616391265072,1,True,1.0
